marketplace_url,name,name_alternate,description,opening_hours,location,area,size,province,canton,district,postal_code,address,phone,email,website,facebook,instagram,opening_date,operator,branch,marketplace_type,parking,bicycle_parking,fairground,indoor,toilets,handwashing,drinking_water,food,drinks,handicrafts,butcher,dairy,seafood,spices,garden_centre,florist,other_services
sanrafaeldealajuela,San Rafael de Alajuela,,,Su 05:00-12:00,SRID=4326;POINT (-84.213828657913 9.97275176072241),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",S,Alajuela,Alajuela,San Rafael,20108,Al costado norte del edificio de la asociación de la cruz roja,84504918,juanramoncalvo@hotmail.com,https://feria-del-agricultor-san-rafael-alajuela.negocio.site/,,,1994-07-15,Asociación de productores y parceleros agropecuarios de alajuela,Central Central,mercado,street_side,false,false,false,true,true,true,true,true,false,false,true,true,true,true,false,
sanrafaeldeheredia,San Rafael de Heredia,,,Sa 05:00-14:00; Su 05:00-13:00 ,SRID=4326;POINT (-84.1015749063929 10.011259533369),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,Heredia,San Rafael,San Rafael,40501,"al lado del Ebais, el Domo de San Rafael. Diagonal al parqueo municipal ",60684635,cacsanrafaelheredia@gmail.com,,https://m.facebook.com/profile.php?id=494706081043786,,,,Central Occidental Este,feria,surface,true,true,true,true,true,true,true,true,true,false,true,true,,true,true,
sanrafaeldemontesdeoca,San Rafael de Montes de Oca,La Fiesta del Agricultor,,Fr 07:00-20:00; Sa 06:00-13:00,SRID=4326;POINT (-84.0185690585453 9.94337945738795),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,San José,Montes de Oca,San Rafael,11504,150 m al este del Ebais de San Rafael. Diagonal a la Ciudad Hogar Calasanz ,,,,,,,,,,street_side,false,true,true,true,true,false,true,true,false,false,false,false,,false,false,
sanramon,San Ramón,,,Fr 06:00-20:00; Sa 06:00-12:00,SRID=4326;POINT (-84.4761984373437 10.0875765934024),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",XL,Alajuela,San Ramón,San Ramón,20201,"de la Sede Occidente de la Universidad de Costa Rica, 150 m al norte ",24457585,centroagricolasanramon@gmail.com,,https://www.facebook.com/people/Centro-Agr%C3%ADcola-Cantonal-de-San-Ram%C3%B3n/100063482856486/,,1988-03-17,"Centro Agrícola Cantonal de San Ramón, Comité Agrícola Cantonal",Central Occidental Oeste,feria,surface,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,Mercado de las pulgas
sansebastian,San Sebastián,,,Sa 05:00-13:00,SRID=4326;POINT (-84.0821817973523 9.9107483055996),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",M,San José,San José,San Sebastián,10111,"Frente a la delegación de fuerza pública de Paso Ancho, por la rotonda de Walmart",24161083,,https://feria-del-agricultor-san-sebastian.negocio.site/,,,2019-07-12,Comité Regional Central Central Ferias del Agricultor ,Central Central,feria,lane,false,false,false,true,true,true,true,true,true,true,true,true,true,true,true,
santaana,Santa Ana,,,Su 05:00-13:00,SRID=4326;POINT (-84.1803615584208 9.93320379719048),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",L,San José,Santa Ana,Santa Ana,10901,200 metros sur de la iglesia católica.,22825986,cacsa@ice.co.cr,,https://m.facebook.com/people/Centro-Agr%C3%ADcola-Cantonal-de-Santa-Ana/100064015658104/,,2015-03-18,Centro Agricola cantonal Santa Ana,Central Central,feria,lane,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true,
santabarbara,Santa Bárbara,,,Sa 05:00-12:00,SRID=4326;POINT (-84.1581973601211 10.0353607230841),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",S,Heredia,Santa Bárbara,Santa Bárbara,40401,100 norte y 150 oeste deledificio Municipal de  Santa Barbara,83051804 y 22692262,cacstba@gmail.com,,https://www.facebook.com/cacstb,,1994-03-12,Centro Agrícola Cantonal Santa Bárbara,Central Occidental Este,feria,street_side,false,true,true,true,true,true,false,false,true,false,true,false,true,true,false,
santacruz,Santa Cruz,,,Sa 06:00-13:00,SRID=4326;POINT (-85.5809205820149 10.2635717550559),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",S,Guanacaste,Santa Cruz,Santa Cruz,50301,Campo ferial de santa cruz,87759779,juanhvc@hotmail.com,,,,1999-07-15,Asociación de Productores de la Feria de Santa Cruz,Chorotega,mercado,surface,false,true,false,true,true,true,true,true,true,false,true,true,false,true,true,
santodomingo,Santo Domingo,,,Sa 06:00-13:00,SRID=4326;POINT (-84.0882273101045 9.98121056273242),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",S,Heredia,Santo Domingo,Santo Domingo,40301,100metros de la Basílica de Santo Domingo,"84130423, 22685787",cacsantodomingo@gmail.com,,,,1996-03-02,Centro Agrícola Cantonal ,Central Occidental Este,feria,lane,false,false,false,true,true,true,true,true,true,true,true,true,true,true,true,
sarchi,Sarchí,,,Sa 04:00-13:00,SRID=4326;POINT (-84.3455173779098 10.0945449909814),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,Alajuela,Valverde Vega,Sarchí,21201,"del estadio municipal, 50 m al sur en el campo ferial ",24544017,plataformadeservicios@munisarchi.go.cr,https://www.munisarchi.go.cr/,,,,Centro Agrícola Cantonal de Sarchí,Central Occidental Oeste,feria,surface,false,true,false,true,true,true,true,false,true,true,true,false,,true,true,
siquirres,Siquirres,,,Th 06:00-14:00; Fr 06:00-14:00; Sa 06:00-15:00,SRID=4326;POINT (-83.4972819756895 10.0941991550525),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",S,Limón,Siquirres,Siquirres,70301,en barrio El Mangal a 50 metros norte del polideportivo.,"86852150, 27686825",cacsi74@gmail.com,,https://m.facebook.com/p/Feria-del-Agricultor-El-Mangal-Siquirres-100063700202634/,,,Centro agrícola cantonal de siquirres,Atlántico,feria,surface,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,
tabarcia,Tabarcia,,,,SRID=4326;POINT (-84.2324182497815 9.84823471057173),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,San José,Mora,Tabarcia,10703,en las instalaciones del Centro Agrícola,24185712,,,,,,Centro Agrícola Cantonal de Mora,Central Central,feria,,,,,,,,,,,,,,,,,
tarrazu,Tarrazú,,,Sa 06:00-17:00,SRID=4326;POINT (-84.0221416 9.66038379036069),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",S,San José,Tarrazú,San Marcos,10501,frente a la plazoleta del Parque Central de San Marcos de Tarrazú,"25466393, 86512471 ",info@cactarrazu.co.cr,https://www.cactarrazu.co.cr/,https://www.facebook.com/FeriaAgricTarrazu/,,,Centro Agrícola Cantonal de Tarrazú,Central,feria,street_side,false,false,false,false,true,true,true,true,false,false,true,true,true,true,true,
elguarco,Tejar de El Guarco,,,Sa 05:00-13:00,SRID=4326;POINT (-83.940268333811 9.84721995250342),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",M,Cartago,El Guarco,El Tejar,30801,Costado este del colegio Elías Leiva,25738465,centroagricola.elguarco@gmail.com,,https://www.facebook.com/feriatejar/,,1984-07-15,Comité Regional Valle Central oriental,Central Oriental,feria,street_side,false,false,false,true,true,true,true,true,true,true,true,true,false,true,true,
tibas,Tibás,,,Sa 05:00-13:00,SRID=4326;POINT (-84.0753203633719 9.96477161225442),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",L,San José,Tibás,San Juan,11301,al costado sur del estadio Ricardo Saprissa Aymá ,"22684418, 83621490",cacstodomingo@gmail.com,,https://m.facebook.com/profile.php?id=408468009936326,,1982-04-08,Centro Agrícola Cantonal de Santo Domingo Sede San Luis,Central Occidental Este,feria,lane,false,false,false,true,true,true,true,true,true,true,true,true,false,true,true,
tilaran,Tilarán,,,Sa 07:00-13:00,SRID=4326;POINT (-84.9693500469043 10.4712723876938),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,Guanacaste,Tilarán,Tilarán,50801,en el parqueo de la Municipalidad de Tilarán,,,,,,,,,,,,,,,,,,,,,,,,,,
tresrios,Tres Ríos,,,Sa 05:00-12:30,SRID=4326;POINT (-83.9844753548033 9.90698150773393),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",L,Cartago,La Unión,Tres Ríos,30301,al costado oeste de la Biblioteca Pública. Al costado este de Correos de Costa Rica ,25735216,terebonib@gmail.com,,https://www.facebook.com/people/Feria-del-Agricultor-de-Tres-R%C3%ADos/100057029336883/,,,,Central Oriental,mercado,lane,false,false,false,false,false,false,false,true,false,false,false,false,,true,false,
turrialba,Turrialba,,,Fr 06:00-17:00; Sa 06:00-17:00,SRID=4326;POINT (-83.6828801052656 9.90413940130072),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,Cartago,Turrialba,Turrialba,30501,en la Antigua Estación del Atlántico ,,,,,,,Municipalidad de Turrialba,Atlántico,mercado,lane,false,true,true,false,true,true,true,true,true,false,true,true,,true,true,
turrucares,Turrúcares,,,Sa 05:00-12:00,SRID=4326;POINT (-84.3186867315244 9.95921516755583),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,Alajuela,Alajuela,Turrúcares,20111,al costado oeste de la plaza de deportes ,24469033,,,,,,Centro Agrícola Cantonal de Atenas,Central Occidental Oeste,feria,,,,,,,,,,,,,,,,,
vargasaraya,Vargas Araya,Feria de Monterrey,,Sa 05:00-14:00,SRID=4326;POINT (-84.0370868515196 9.93627896982761),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",S,San José,Montes de Oca,San Pedro,11501,costado  oeste del salón comunal de la ADI de Vargas Araya,25738465,centroagricola.elguarco@gmail.com,,https://www.facebook.com/feriatejar/,,1984-10-18,Comité Regional Valle Central oriental,Central Oriental,feria,street_side,true,false,false,false,false,false,false,false,false,false,false,false,true,true,true,
villasdeayarco,Villas de Ayarco,,,Sa 07:00-11:00,SRID=4326;POINT (-84.013107452557 9.90130013984463),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",,Cartago,La Unión,Tres Ríos,30301,al frente a la escuela de Lomas de Ayarco,25367322,,,,,,Centro Agrícola Cantonal de Oreamuno,Central Oriental,feria,lane,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,
zapote,Zapote,,,Su 05:00-14:00,SRID=4326;POINT (-84.0515309063931 9.91888373623603),"SRID=4326;POLYGON ((-83.9343774318695 9.967492765206455, -84.09253120422363 9.9290005763965, -84.08341705799103 9.778496959885052, -83.90381097793579 9.69983539777535, -83.80019187927246 9.78447063109153, -83.69711458683015 9.914389794902185, -83.86083126068115 9.908265226548764, -83.86308968067169 9.980938863268324, -83.90461564064026 10.052117305131944, -83.9343774318695 9.967492765206455))",XL,San José,San José,Zapote,10105,"campo ferial de Zapote, junto al redondel de toros",25440014,,,https://www.facebook.com/Zapoteferiadelagricultor?mibextid=ZbWKwL,,,,Central Oriental,feria,lane,false,true,false,false,true,false,true,true,true,true,true,true,,true,false,
