product_url,category,common_name,common_name_alternate,description,name_origin,center_origin_notes,food_basket,nutrition_notes,preparation_notes,storage_notes
name,raiz,ñame,,"El ñame se deja comer como mejor le parezca a usted; frito, al vapor, al horno o hervido. Dado su bajo costo, su buen sabor y su riqueza en potasio, fósforo, calcio y vitamina C, el ñame puede llegar a ser un tubérculo infaltable en la mesa de cada hogar.",,"En la India, su lugar de procedencia original, los chips de ñame acompañan las comidas religiosas. Los ñames silvestres son materia prima esencial de laboratorios para elaborar hormonas y anticonceptivos orales.",False,"Su importante cantidad de potasio es una ayuda para el buen funcionamiento del sistema nervioso, la frecuencia cardiaca y la presión arterial, y su alto contenido de fibra regula el tránsito intestinal. Las vitaminas del complejo B del ñame favorecen la buena salud del sistema circulatorio, y su vitamina C fortalece el sistema inmunológico.  ",,En un lugar oscuro y con poca humedad
nampi,raiz,ñampí,malanga,"Puede que no sea tan conocida como la yuca o el camote, pero la malanga no tiene nada que envidiarle a estos otros tubérculos. Es un excelente complemento para una olla de carne o puede, incluso, hacerla en picadillo.",,"Aunque se cultiva en todas las zonas tropicales y subtropicales del planeta, el ñampi tiene en Oceanía y el Asia tropical su probable región de origen. En la cocina de los 5 continentes se le utiliza  como acompañamiento habitual de carnes y pescados.",True,"Tubérculo energético con gran cantidad de fibra dietética, ayuda a acelerar el proceso digestivo y disminuir el colesterol en el cuerpo. De abundante potasio y vitamina C, el consumo de ñampí previene las enfermedades cardiovasculares, mejora la capacidad de respuesta del sistema inmunológico y elimina los radicales libres. ",,En un lugar oscuro y con poca humedad
oregano,hierba,orégano,,"Condimento indispensable para carnes, pastas, verduras, pizzas, salsas, pescados, quesos, ensaladas y sopas. Especia de lujo en cualquier cocina, el sabor y el aroma de su comida se enriquecerán siempre con un toque de orégano.",,"De raíz mediterránea, se considera en su lugar de origen que el humo del orégano aleja a los demonios. El Medioevo europeo ahuyentaba a sus ahora legendarias brujas con plantas de orégano.",False,"Fuente potencial de vitamina C y carotenoides, el orégano protege las células contra el daño oxidativo y retarda el envejecimiento y la aparición de enfermedades crónico-degenerativas como el cáncer, la diabetes y las enfermedades cardiovasculares. La beta-cariofilina del orégano funciona como antiinflamatorio y es eficaz frente a la osteoporosis. Adicionalmente, sus fenoles carvacrol y timol funcionan como antimicrobianos.",,En un lugar seco
palmito,verdura,palmito,,"Entre los platos más auténticos de la cocina tica está el arroz con palmito. Casi siempre en rodajas, puede cocerlo de varias maneras: al vapor, sofrito, al horno, asado o a la parrilla. En asuntos de salud, encontrará en el palmito un vegetal hipocalórico que aporta fibra y vitaminas.",,"La palmera de palmito tiene su lugar de origen en las zonas andinas de América del Sur. En la gastronomía amazónica, en la región selvática peruana, se utiliza el palmito en la elaboración de ensaladas.",False,"Bajo en grasas y rico en minerales como hierro y zinc, el palmito destaca por su alta carga de potasio, mineral que controla la presión arterial al eliminar los efectos dañinos del sodio en la sangre. Gracias a su contenido en vitamina B6, el palmito puede ayudar a disminuir las náuseas y contribuye al adecuado desarrollo del cerebro.",,Escurrirlos bien y envolverlos en plástico de cocina para que se mantengan frescos por más tiempo
papa,raiz,papa,,"Tubérculo universal que de mil maneras podrá elaborarar ¡Cómo podría gozarse del todo la vida, sin una buena ración de papas fritas! Es la papa, además, la madre de los purés, de las ensaladas y las sopas, de los alimentos hervidos, al horno, y de los snacks. La madre, en definitiva, de nuestros alimentos.",,"La papa no solo ha sido un alimento importante para la cultura Andina que fue su centro de origen y en donde se encuentra una gran variedad de estas. Si no que hoy en día también representa una verdura importante para la dieta mundial y la para la elaboración de platos típicos en diferentes países, por ejemplo en España conocemos la famosa torta española, en Italia los ñoquis, en nuestro país el picadillo de papa y no olvidar las famosas papas fritas muy conocidas en la mayoria de paises. ",True,"Considerada una de las mejores fuentes de potasio y con una alta carga de vitamina C, la papa contribuye a regular la presión arterial y a fortalecer el sistema inmunológico. El almidón resistente presente en esta es asociado con una mayor efectividad del cuerpo para eliminar azúcares dañinos de la sangre y con una microbiota intestinal sana. No prescinda de su cáscara, pues esta contiene gran parte de sus nutrientes.",,"Almacenar en un lugar oscuro y seco, evitando que les pegue la luz del sol directamente "
papaya,fruta,papaya,,"Fruta tropical de dulce pulpa, se deja comer cruda y madura en jugosos trozos de un color naranja que recuerda ciertos bellísimos crepúsculos. Pero no desaproveche la posibilidad de consumir también la digestiva papaya a la manera de un batido, un postre o una sabrosa mermelada. ",,"Originaria de Mesoamérica y presuntamente domesticada por los mayas, la papaya es apreciada en México por su docilidad para la elaboración de postres. Se emplea para crear dulces y salsa de papaya, esta última complementa una amplia gama de platos, desde carnes hasta ensaladas.",True,"Con un destacado contenido de vitamina C, la papaya rebosa de antioxidantes con una mayor facilidad de absorción que en otras frutas. Por el licopeno en esta presente, la papaya disminuye el estrés oxidativo vinculado al envejecimiento y al cáncer. La papaya además se compone de papaína, una enzima capaz de aliviar la constipación y facilitar la digestión de la proteína.",,En el lugar menos frío del refrigerador 
pejibaye,fruta,pejibaye,,"Nacido de palmera, el pejibaye es una fruta infaltable en la mesa tica. Suele prepararse de preferencia cocido en agua y sal, para comer caliente con mayonesa. Y no obstante, en ensaladas, sopas y pasteles también puede disfrutarse su peculiar sabor. ",,"Conocido en nuestro país por su famoso nombre como “pejibaye"". Y en Nicaragua como “chontaduro”. Esta fruta fue importante en épocas precolombinas ya que fue fuente principal de alimento y bebidas. Un dato importante de esta fruta es que en la poblacion Bribri se realiza chicha a base de esta.",True,"Con una buena carga de carbohidratos, el pejibaye destaca como un alimento energizante con 37 gramos de carbohidratos por cada 100 gramos. Gracias a su contenido en vitaminas A y C, potasio y calcio, el pejibaye es un aliado de nuestra piel, al estimular el crecimiento de nuevas células, mantener el equilibrio de humedad y fortalecer la barrera cutánea.",,
pepino,verdura,pepino,,"Es casi agua crujiente y el ganador en términos de practicidad. Rebánelo y está listo para ser añadido a cualquier ensalada, pero no subestime lo bien que se lleva con los ingredientes de un salteado. Además, por sus conocidas propiedades hidratantes y contenido de vitamina C, es esencial para una piel sana.",,"El pepino es originario de la India y demás zonas tropicales asiáticas. Elaborado con yogur, pepino, vegetales, y especias, la raita india funciona como ensalada cuando es espesa. En un punto medio funciona como salsa. De cualquier manera tanto la raita como el pepino son 2 escuderos de la cocina tradicional de la India",False,"El flavonol, antioxidante presente en el pepino, favorece la conectividad neuronal, a la vez que sus vitaminas del complejo B contribuyen al relajamiento del sistema nervioso. Su aporte en potasio previene la hipertensión arterial y protege al corazón, mientras su vitamina C estimula el sistema inmunitario.  ",,Envolverlos en una servilleta húmeda y mantenerlos en un contenedor hermético.
pera,fruta,pera,,"Dulce como la miel y jugosa como el durazno, la pera es una fruta alta en fibra que es perfecta para ensaladas de frutas, jugos o compotas. ¡Solo tiene que saber cuándo está en su punto!",,"Nativa de Europa Oriental y del Asia Menor y Central, la pera es ya fruta de cultivo y culto en el mundo entero. Las peras envueltas con masa filo es un platillo de la cocina tradicional griega.",False,"Su alto contenido de calcio ayuda a fortalecer los huesos, los tejidos y el sistema nervioso, al tiempo que la vitamina B que posee previene enfermedades cardíacas y robustece el sistema cardiovascular. Rica en hierro, la pera ayuda a prevenir anemias y a robustecer los glóbulos rojos.  ",,"Lejos del sol, en un área ventilada."
perejil,hierba,perejil,,"Hierba aromática utilizada como condimento, el perejil forma, junto a la sal y el ajo, un equipo imperdible. Para preparar adobos, vinagretas, salsas, en sopas, para marinar o asar, el perejil levanta la mano que no tiene y da el paso al frente con la confianza de los triunfadores.",,"Originario del Mediterráneo, el perejil, alguna vez vinculado a creencias místicas, ha evolucionado de cultivos medicinales a ser uno de los ingredientes más conocidos, omnipresente en toda la cocina mediterránea, desde ensaladas hasta pastas y croquetas.",False,"Fuente de vitamina A, elemento importante para la buena salud de la visión, el pelo y el crecimiento de los huesos, el perejil también aporta vitamina C, un rico antioxidante celular, y vitamina K, esencial para la buena coagulación de la sangre.  ",,Envolverla en una servilleta de papel en un recipiente o bolsa hermética.
pina,fruta,piña,,"Alguna vez coronada como la fruta más exótica, hoy divide al mundo en el debate: pizza sin piña o con piña. Como quiera que sea, la piña siempre ha sido deliciosa y altamente versátil. Es la base de bebidas y postres, además de ser un excelente endulzante natural.",,"Fruta originaria del Sur de América, además de ser una fruta fresca y dulce, también se utiliza para hacer bebidas como “guarapo” y “chicha” , bebidas tradicionales en la mayoría de países latinoamericanos.",True,"El buen funcionamiento del colon y del tránsito intestinal tiene un aliado en el contenido de fibra de la piña. La enzima bromelina en ella presente, sirve como antiinflamatorio, agente antimicrobiano y para mejorar la digestión por su efecto sobre el estómago y el páncreas. Su dosis de vitamina C ayuda como antioxidante celular.",,En un espacio fresco
pitahaya,fruta,pitahaya,fruta del dragón,"La fruta del dragón, o pitahaya, le da honor a su nombre por su peculiar forma: un exterior rosado y escamoso con un interior carnoso y delicioso. Esta fruta es exótica para el resto del mundo pero abundante en Costa Rica, lo que confirma cuanta suerte tenemos de vivir acá.",,"Fruta de origen mesoamericano, conocida con distintos nombres como Pitahaya, Dragon fruit y para los mayas como wob, sac wob y chac wob. Posee distintos usos ya sea en la elaboración de colorantes y uso medicinal. ",False,"Con un alto contenido en carbohidratos, la pitahaya es una potencia energizante rica en fibra prebiótica que promueve la salud del metabolismo. Las pequeñas semillas dentro de esta fruta son ricas en omega-3 y omega-9, ambas esenciales para mantener la salud del corazón.",,"Se deben conservar en un espacio fresco, seco, alejadas de focos de calor y sin entrar en contacto directo con la luz solar."
platano,fruta,plátano,,"No por ser su textura más dura que la fruta  del banano, es menos apreciado el plátano en la mesa tica. Ya sea frito verde como patacón o en tiras, frito maduro, relleno de carne o queso, o hervido, el plátano, fuente de vitaminas A, B y C y minerales como el magnesio, es un rey en su trono sobre la mesa de los ticos.",,El plátano es originario del Archipiélago Indo-Malayo. Los buñuelos de plátano son un platillo de alta demanda en la cocina callejera malaya y por tanto una receta infaltable en el patrimonio culinario del país.,True,"El plátano, rico en carbohidratos, es además fuente sólida de vitamina B6, la cual mantiene el funcionamiento saludable del cerebro, participa en la conversión de proteína y sintetiza anticuerpos para un sistema inmune más fortalecido. Por su destacado contenido en potasio, el plátano es un aliado de la salud de los músculos y el corazón.",,En un espacio alejado del sol y de las corrientes de aire
puerro,verdura,puerro,,"Verdura de alto calibre por su valor nutricional y efectos positivos en la salud como fuente de vitamina C y potasio, con un sabor a medio camino entre el ajo y la cebolla, el estilizado puerro se deja ver con frecuencia en las pasarelas en donde compiten las sopas, las cremas y las ensaladas.",,"Hace 3000 años el puerro ya se consumía en Asia menor, su región de origen. Como entrante, guarnición, o plato combinado casero, el puerro braseado al estilo turco es un plato que agradece más de un paladar.",False,"Fuente sólida de vitaminas A, C y K, el puerro ayuda a la visión, la coagulación de la sangre, la salud del corazón y mantiene un sistema inmune fuerte. Como parte de la familia de las cebollas, el puerro es particularmente rico en alicina, un compuesto antimicrobiano que reduce el colesterol malo del cuerpo.",,Puede colocarse en una bolsa plástica o recipiente hermético con una hoja de papel en el fondo
rabano,verdura,rábano,,"Hortaliza de sabor levemente picante, el rábano suele comerse crudo, en rodajas y con frecuencia en ensaladas a las que aporta la peculiaridad de su sabor y la alegría de su color. Rico en vitamina C, se le atribuyen, además, propiedades digestivas y anticancerígenas",,"El rábano, oriundo del Asia Oriental, encuentra su propósito en la mesa china durante los inviernos, donde la medicina tradicional lo celebra por su capacidad para mantener el calor corporal. En Corea del sur, es un ingrediente bien conocido en el mundo del kimchi.",False,"El rábano es un antimicótico natural gracias a su proteína antifúngica RsAFP2, la cual combate el esparcimiento de hongos infecciosos. Antioxidantes presentes en el rábano como catequina, pirogalol y ácido vanílico ayudan a combatir los radicales libres asociados a diversas enfermedades incluido el cáncer, mientras que sus compuestos glucosinolato e isotiocianato ayudan a controlar los niveles de azúcar en sangre.",,Cortar las hojas del rábano. Colocarlos en una bolsa de plástico hermético envuelto con papel absorbente
remolacha,verdura,remolacha,,"Hortaliza de sabor terroso y dulzón e intenso color púrpura. Para comer cruda  en rodajas, tiras, o rallada en ensaladas, o para comer hervida, asada o al vapor. Y si desea ponerse creativo en la cocina, aventúrese con el hummus o la crema fría de remolacha.",,"Inicialmente los pobladores de la costa mediterránea utilizaron sus raíces para fines medicinales. No es hasta el siglo XVI que se popularizó su consumo en países como Francia, España, Alemania e Inglaterra y finalmente en el siglo XIX se comercializó el azúcar extraída del jugo de la misma.",True,"Sus carotenos se transforman en vitamina A, que ayuda al mantenimiento de los tejidos, protege contra las infecciones, y ayuda a la visión y el crecimiento corporal. La alta concentración de vitamina C de la remolacha funciona como un antioxidante que ayuda a prevenir tumores cancerígenos y protege el sistema inmunológico, mientras el potasio en ella presente reduce la presión arterial.",,Guardarla junto con las hojas para que se mantengan más tiempo
repollo,verdura,repollo,,"Guisada, al vapor, cruda, hervida, fermentada, en ensaladas, encurtida, por su suave sabor esta verdura se adecúa a múltiples formas de preparación. Desde tiempos del Imperio Romano se la venera por sus propiedades nutritivas y efectos positivos en la salud.",,"Su origen se da en el Mediterraneo y es muy utilizado en Europa Central en el famoso platillo “Chucrut” que se realiza a partir de la fermentación del mismo, siendo este plato un excelente probiótico. El repollo posee propiedades medicinales fascinantes es por esa razón que desde la Edad Media ha tenido una gran popularidad.",True,"La presencia de fibra en el repollo reduce el colesterol malo y regula el tránsito intestinal. Sus compuestos de azufre y su contenido de vitaminas C y E son un eficaz antioxidante que retarda el envejecimiento celular, contribuye a prevenir enfermedades, e interviene en la formación de colágeno, glóbulos rojos, huesos y dientes, a la vez que su aporte en ácido fólico favorece en las embarazadas la formación del sistema nervioso del bebé.",,Consservarlo en el cajón de las verduras 
romero,hierba,romero,,"Sin llegar a comerse, el aporte aromatizante de esta hierba se agradece en la elaboración de carnes, pescados, pollo, arroces y paellas. Su valor agregado como antioxidante y antiinflamatorio lo convierten en un protagonista de la cocina y los remedios caseros.   ",,"El romero es ingrediente habitual en platos de cordero, carne de res o pescados en la comida mediterránea, su zona de origen. En la región italiana Emilia-Romagna los platos de carnes y pollo se acompañan con un racimo de hojas de Romero fresco.",False,"El romero es bueno para combatir las anemias por su alto contenido de hierro. La alta dosis de ácido rosmarínico presente en la planta, inhibe la producción de lípidos y reduce la presión arterial, a la vez que su ácido carnósico funciona como un antioxidante que también tiene un efecto antimicrobiano moderado, y es un factor de crecimiento neuronal fundamental para el desarrollo y mantenimiento del sistema nervioso. ",,Amarrar las ramitas de romero y colgarlas en un lugar oscuro y con poca humedad
ruda,hierba,ruda,,"La ruda es una hierba muy utilizada en la medicina alternativa, gracias a sus propiedades antiinflamatorias y antisépticas. Ayuda a las mujeres con problemas menstruales, pero debe ser evitada por mujeres embarazadas y en período de lactancia.",,"La ruda es una planta aromática oriunda de la cuenca mediterránea y el norte de África. Se le utiliza como repelente de gatos e insectos, como ornamento, con fines medicinales y también culinarios. Mezclada con tomate, olivas y alcaparras, la ruda contribuye a dar cuerpo a una reconocida salsa italiana.",False,"Los flavonoides de la ruda le confieren a esta planta un efecto antioxidante, y al mismo tiempo, sus esteroles reducen el colesterol. Los alcaloides de la ruda funcionan como un relajante natural y reductor de la carga del sistema nervioso, mientras que sus taninos son un exitoso antiinflamatorio.",,
sabila,otro,sábila,,"Cruda o cocida, en platos fríos como ceviches y ensaladas, la sábila se abre camino con fuerza en la cocina. Por sus efectos positivos para reducir las quemaduras y la psoriasis, además de su riqueza en vitaminas A, B, C, E y ácido fólico, en el mundo de la cosmética ya le tienden también sus alfombras rojas.",,"Originaria del noreste africano y la Península Arábiga, se le conoce en el mundo árabe como la flor del desierto. A la sábila se le dan usos medicinales, culinarios y últimamente cosméticos. Desde el Antiguo Egipto, Cleopatra nos marcó una pauta para el uso medicinal y cosmético a un tiempo del aloe Vera, utilizándolo para cuidar su piel",False,"La sábila es altamente beneficiosa tanto adentro como afuera de nuestro cuerpo, su contenido en aloína le confiere propiedades laxativas que estimulan la actividad intestinal, mientras que sus antioxidantes combaten los efectos de los radicales libres. La aloesina contenida en esta planta, acelera la curación de heridas al facilitar la migración de las células. La sábila además estimula la producción de ácido hialurónico y colágeno.",,"Se puede colocar en un recipiente para hielos, de manera que se vaya obteniendo la cantidad necesaria sin estropear el resto"
salvia,otro,salvia,,"Su nombre, que significa ""salvar"" o ""curar"", refleja su versatilidad y propiedades beneficiosas. Desde aliviar trastornos estomacales hasta calmar el dolor de garganta, sus usos son innumerables. La salvia también puede realzar el sabor de carnes como el cerdo, pero su fragancia intensa exige moderación en su uso.",,"Originaria del Mediterráneo, esta estética hierba, apreciada por sus propiedades medicinales, encontró rápidamente su lugar en uno de los tés más buscados de Francia, el té de salvia. En la cocina, la salvia es un exquisito condimento, como lo demuestra el plato francés de vieiras en salsa de crema y salvia.",False,"Su contenido en antioxidantes como ácido clorogénico, caféico y rosmarínico, le atribuyen propiedades como mejora de la función cerebral y de la memoria y menor riesgo de cáncer. Su alto contenido en vitamina K, promueve la salud de los huesos, mientras que sus propiedades antimicrobianas eliminan bacterias de la boca causantes de placa dental e infecciones de garganta.",,Guardarla dentro de un contenedor con tapa
sandia,fruta,sandía,,"¡No hay duda de que la sandía es imponente! El llamativo tono rojo de su carne se debe al licopeno, un poderoso antioxidante. Su elevado contenido de agua la hace derretirse en el paladar y la consagra como el símbolo por excelencia del verano.",,"Originaria del sur de África y apreciada por las comunidades indígenas del desierto de Kalahari, la sandía, en sus inicios amarga, se valoraba por su capacidad para retener agua. Sus semillas, antiguamente tostadas por ser asequible fuente de nutrición, persisten hoy como snacks o adiciones a sopas y ensaladas.",True,"Con antioxidantes como vitamina C, licopeno y carotenoides, la sandía promueve el fortalecimiento del sistema inmune y la salud del corazón al reducir el colesterol y la presión arterial. Por su aporte en vitaminas A y C, la sandía contribuye a la producción de colágeno y a la creación y reparación de células, ambos importantes para una piel saludable. ",,"Colocarla en las estanterías inferiores del refrigerador, cubierta con papel film o en un recipiente hermético."
tacaco,verdura,tacaco,,"Sin tacaco la típica olla de carne tica no tiene razón de ser. Hervidos y servidos con mayonesa, o miel de dulce, también conocida como Piloncillo, el autóctono fruto del tacaco se afianza como un plato únicamente tico. El fósforo, el hierro y la vitamina A, tienen en el tacaco un puerto seguro.",,"El tacaco es muy importante para nosotros los ticos ya que nuestro país es su centro de origen y esta verdura nos ha acompañado en nuestra cocina en distintas recetas, la más conocida es la olla de carne, pero también se pueden acompañar con mayonesa, en ensaladas y se puede disfrutar incluso como “miel de tacaco”",False,"Al ser una excelente fuente de fibra, el tacaco contribuye a la salud digestiva y favorece la saciedad. Su contenido en ácido fólico contribuye al desarrollo celular, mientras que el potasio en este ayuda al equilibrio hídrico y función muscular, a la vez que su vitamina C fortalece el sistema inmunológico y mejora la salud de la piel.",,
tamarindo,fruta,tamarindo,,"El tamarindo, joya agridulce, bautiza a los bagaceños como ""pansagrias"", por ser maestros para convertir sus frutos maduros en refrescantes jugos. Su pulpa, utilizada como condimento, añade un toque único a diversos platillos alrededor del mundo, además de ser un excelente diurético natural.",,"Originario del África tropical y el subcontinente indio, el tamarindo guarda íntima relación con la cocina india y tailandesa. En el sur de India, la pulpa del tamarindo es la estrella del cotidiano Sambar, un caldo de verduras, mientras que en Tailandia se usa como condimento en los fideos de arroz con verduras.",True,"De alto valor calórico por su riqueza en carbohidratos, el tamarindo funciona además como reconstituyente de huesos y músculos por su elevada cantidad de potasio. Por su contendio de vitaminas A y C el tamarindo contribuye a mantener saludables huesos, dientes y cabellos y funciona como antioxidante celular.   ",,No sacarlo de su vaina para que se conserve por más tiempo.
tiquisque,raiz,tiquisque,,"Honorable tubérculo rico en proteínas y carbohidratos, el tiquisque se come y se disfruta de la misma manera en frituras, que hervido, hecho puré, crema o harina. Generoso en fibra dietética, el tiquisque reduce el colesterol al tiempo que ayuda a mejorar el proceso digestivo.",,"Conocido en nuestro país como tiquisque o malanga. Originario de las Antillas debido a la gran variedad que se encuentra allí. En nuestra cocina tradicional esta verdura se consume de forma parecida al ñampi y la papa, siendo una excelente opción para “La olla de carne”. ",True,"Por su aporte en vitamina C, el tiquisque fortalece el sistema inmunológico, mejora la visión nocturna y previene algunos tipos de cáncer eliminando los radicales libres que provocan la mutación de células sanas en cancerígenas. Su contribución al organismo en potasio y hierro, reduce el riesgo de contraer enfermedades cardiovasculares y anemias, respectivamente. ",,En un lugar seco y oscuro
tomate,verdura,tomate,,"Culpe de una mala ensalada a la falta de un tomate. Originario de América, el tomate posee una pulpa jugosa y ligeramente ácida que lo convierte en la elección predilecta para la creación de salsas, aderezos y para acompañar una amplia variedad de platos. No es de extrañar que sea el vegetal más popular.",,"El tomate ha tenido un gran viaje en distintos lugares del mundo. Por ejemplo en América del sur (lugar de origen), su tamaño era como el de un arándano, cuando viajó a América central su tamaño incrementó al de una cereza. Finalmente en gran parte de Europa se le asociaba a una fruta venenosa por sus colores latentes y por su tamaño que conocemos hoy en día. Sin embargo, después de un tiempo la fruta cobró popularidad por su gran sabor en la preparación de salsas. ",True,"La vitamina A presente en el tomate mejora nuestra visión y protege nuestros ojos de enfermedades degenerativas, al tiempo que su vitamina K e hierro ayudan a controlar la coagulación de la sangre y contribuyen a su buen estado. Sus altos porcientos de carotenos y licopeno actúan como antioxidantes naturales en nuestro organismo.",,No apilarlos y colocarlos en el cajón de las verduras del refrigerador
tomillo,hierba,tomillo,,"El tomillo, además de tener propiedades medicinales, es una hierba aromática que aporta un sabor de fondo excepcional, enriqueciendo los platos sin dominarlos. Cuando se combina con aceite, se convierte en un aliado perfecto para realzar el sabor de carnes y panes.",,"El tomillo es una hierba aromática imprescindible en la cocina de la región mediterránea, su lugar de origen. Seca, se le utiliza allí para adobar encurtidos, elaborar panes, salsas y aliños para ensaladas.",False,"La fibra que ofrece el tomillo combate el estreñimiento y regula el tránsito intestinal. El calcio y el fósforo necesarios para sostener con salud nuestros huesos y dientes, podemos también obtenerlos del tomillo. Sus componentes fenólicos, el timol y el carvacrol, estimulan la actividad antibacteriana, antifúngica y antiviral.",,En una bolsa hermética.
toronja,fruta,toronja,,"Deliciosa y refrescante fruta para consumir entera o en jugo, la toronja aporta una dosis considerable de vitaminas A, B y C a nuestro organismo. Preparada también en forma de casquitos, se convierte en un delicado postre con el que cerrar un almuerzo o cena.",,"Aunque sus raíces provienen de Asia, el linaje de la toronja se arraiga en Mesoamérica y América Central. Recetas como la cáscara de toronja confitada y los cascos dulces, son autóctonas de América Latina. En Atenas, Costa Rica, las toronjas se comen rellenas con dulce de leche.",False,"Por sus tonos rosados, la toronja es fuente sólida de antioxidantes como el betacaroteno y el licopeno, capaces de neutralizar los radicales libres que podrían acarrear algunos tipos de cáncer y problemas del corazón. El betacaroteno en particular, se transforma en vitamina A, lo que puede ser beneficioso para la salud de nuestra piel. Como parte de su carga de antioxidantes, la toronja además posee altas dosis de vitamina C.",,En un ambiente seco y bien ventilado 
uchuva,fruta,uchuva,,"¿Qué pasaría si el tomate fuera dulce? ¡Sería una uchuva! Esta exótica fruta, también referida como physalis, se puede consumir fresca, elaborada en mermeladas y jaleas o bañada en chocolate. Además, se utiliza en salsas o, incluso, como aromatizante para helados. ",,"En nuestro país la conocemos cómo Uchuva pero en otros países del sur  como Perú es conocida como Ushum y en Ecuador cómo Uvilla. Fruta exótica originaria de los Andes que posee un gran sabor para la preparación de mermeladas, jugos,  dulces y helados. Además por sus propiedades curativas es una excelente fruta que debemos incluir en nuestra dieta. ",False,"La uchuva, rica en vitamina B1, es beneficiosa para el metabolismo de azúcares, ayudando a prevenir enfermedades metabólicas y gastrointestinales. Su contenido de vitamina B3 contribuye a reducir los niveles de grasa sanguínea y a mejorar la función cerebral, proporcionando energía al cerebro. Además, su generosa presencia de vitaminas A y C la convierte en una aliada para el sistema inmunológico y la salud de la piel.",,En un recipiente de plástico destapado 
uva,fruta,uva,,"La materia primordial del vino, tan antiguo como la tradición humana. La uva, no solo es ampliamente versátil, sino que también es muy fácil de comer y almacenar, convirtiéndola en el aperitivo perfecto para una merienda escolar o un día de campo.",,"Mejor conocida por su uso primario  en la preparación de vino.  Si bien Asia es su centro de origen,en la actualidad Europa es el principal productor de la misma. La uva se utiliza en una diversidad de platillos, como postres, jugos y tablas de queso. Además en la medicina china se utiliza para tratar varias enfermedades debido a sus propiedades medicinales. ",False,"La uva, rica en antioxidantes, es además una excelente fuente de vitamina K, crucial para la coagulación sanguínea y la salud ósea. Además, aporta cantidades significativas de cobre, vital para la producción de glóbulos rojos y energía. Su contenido en resveratrol sugiere beneficios adicionales, como el estímulo de la producción de colágeno y la protección de los folículos capilares, promoviendo así la salud de la piel y el cabello.",,En la zona más fría del refrigerador
vainica,legumbre,vainica,"judías verdes, habichuelas verdes","La vainica, ideal para picadillos, es una elección práctica para variar las opciones verdes en el plato y añadir un toque saludable. Pruébelas crudas, en ensaladas, salteadas o incorpórelas en sofritos con carne.",,"Nacida en los suelos de México y Guatemala, la vainica se come allí hervida o salteada, cocinada con aceite y servida en combinación con diversas verduras.",True,"La vainica es rica en ácido fólico, vitamina esencial para la salud de embarazadas, el aumento de la hemoglobina y para la buena salud cardiovascular y neuronal. Su alto contenido en vitaminas A y C, la convierten en una aliada indudable del sistema inmunológico, la salud celular, y la piel.",,En la gaveta de las verduras para que se protejan del frío y mantengan la humedad adecuada
yuca,raiz,yuca,,"La yuca se roba el show cuando de aporte en carbohidratos se trata, ¡es una fuente de energía imbatible! Esta raíz brilla en todas sus formas: frita, hervida, en puré o con salsa. Además de ser deliciosa, es fácil de digerir y una aliada para combatir padecimientos estomacales.",,"Conocida como “mandioca” en América del sur y empleada para la preparación de harinas (base del platillo Brasileño “Farofa” ) además la yuca en esta zona también es utilizada en postres. En nuestro país su uso en las recetas es muy diferente ya que la podemos observar en sopa, fritas o simplemente cocida. ",True,"Entre sus aportes nutricionales está el almidón resistente, que contribuye a mejorar la salud intestinal por sus efectos positivos en la microbiota y su capacidad para reducir los niveles de glucosa en sangre. La vitamina K y el calcio presentes en la yuca ayudan a mantener sanos los huesos y previenen la osteoporosis, al tiempo que su contribución en vitamina B6 favorece el cuidado de la piel y el pelo.",,En un lugar seco y oscuro
zacatelimon,hierba,zacate limón,,"No lo confunda usted con un simple zacate ¡Oh modelo de las buenas hierbas! El zacate limón, con su fragancia cítrica, no solo deleita los sentidos en infusiones y aceites, sino que también consiente al estómago, fortalece las defensas, purifica la piel, combate el insomnio y la lista continúa.",,"Conocemos esta hierba especialmente por su uso culinario en la cultura asiática.  Gracias a su fuerte aroma y sabor es frecuentemente utilizada para la preparación de té y sopas.  Además también es empleada para la elaboración de cremas, repelentes y como planta medicinal.",False,"Los compuestos geraniol y nerol, presentes en el zacate limón, poseen propiedades antibióticas, mientras la combinación de nutrientes esenciales como las vitaminas del grupo B, el magnesio, el fósforo y el calcio, hacen del zacate limón un analgésico y antiinflamatorio natural. ",,En un recipiente con cierre hermético
zanahoria,verdura,zanahoria,,"Su textura robusta y su tenue sabor complementan muy bien una amplia variedad de platos. Hervida en sopas, rayada en ensaladas y postres, o como delicia en crudo, esta verdura es versátil y rica en betacaroteno . Y como si eso no fuera suficiente, además es de larga duración.",,"Afganistán es el lugar de origen de la zanahoria. Sin embargo los orígenes de esta  poseían rasgos muy distintos a los que conocemos hoy en día en nuestra mesa, ya que la podíamos encontrar en colores como moradas, blancas o amarillas. La zanahoria es un alimento con una gran versatilidad en todas las cocinas del mundo, ya que se come en ensaladas, al vapor, salteadas, o bien en postres",True,"Rica en fósforo, la zanahoria vigoriza mentes y cuerpos cansados, a la vez que ofrece desde el betacaroteno, una fuente antioxidante y moduladora de la respuesta inmunitaria que permite enfrentar enfermedades cardiovasculares, cánceres y cataratas. Por su contenido de hierro y cobre, reduce las anemias y favorece la formación de glóbulos rojos.",,Envueltas en hojas de papel absorbente humedecido para que se mantengan frescas
